Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19;INGRESOS_COVID19;ALTAS_24h_COVID19
2020-08-10;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;0;0;0
2020-08-10;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;14;0;0
2020-08-11;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2946;399;1421;57;50
2020-08-11;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;15;232;2;1
2020-08-11;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1103;1;734;1;0
2020-08-11;Hospitalización convencional;12;GALICIA;27;Lugo;1124;4;553;0;0
2020-08-11;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;515;49;378;4;5
2020-08-11;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;66;2;26;1;0
2020-08-11;U. Críticas CON respirador;14;MURCIA;30;Murcia;271;12;83;3;1
2020-08-11;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;0;6;0;0
2020-08-11;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;9;0;4;0;0
2020-08-12;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;3;0;1
2020-08-12;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;145;43;40;1;0
2020-08-12;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;218;17;77;3;0
2020-08-12;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;0;6;0;0
2020-08-12;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;69;0;18;0;0
2020-08-12;U. Críticas CON respirador;12;GALICIA;27;Lugo;88;0;15;0;0
2020-08-12;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;2;11;2;2
2020-08-12;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2020-08-12;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;18;0;0
2020-08-13;Hospitalización convencional;19;MELILLA;52;Melilla;165;2;70;0;0
2020-08-13;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;66;0;15;0;0
2020-08-13;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;16;0;9;0;0
2020-08-13;U. Críticas CON respirador;14;MURCIA;30;Murcia;271;18;77;7;0
2020-08-13;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;1;9;0;0
2020-08-13;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;2;0;0
2020-08-14;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;224;19;68;3;1
2020-08-14;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;0;1;0;0
2020-08-14;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;179;13;101;0;1
2020-08-14;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2020-08-15;Hospitalización convencional;09;CATALUÑA;25;Lleida;946;66;687;9;13
2020-08-15;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2380;42;1720;4;1
2020-08-15;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;66;0;16;0;1
2020-08-15;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;2;28;0;0
2020-08-16;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2376;30;1423;10;2
2020-08-16;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;18;965;2;2
2020-08-16;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;489;64;321;3;0
2020-08-16;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;0;6;0;0
2020-08-16;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;15;1;8;0;0
2020-08-16;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;181;18;101;2;1
2020-08-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;5;37;0;0
2020-08-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;0;6;0;0
2020-08-10;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;418;13;160;1;0
2020-08-10;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;0;10;0;0
2020-08-10;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;0;5;0;0
2020-08-11;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;47;0;0
2020-08-11;U. Críticas CON respirador;09;CATALUÑA;17;Girona;44;9;23;1;0
2020-08-11;U. Críticas CON respirador;13;MADRID;28;Madrid;842;73;383;11;2
2020-08-11;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;1;43;0;0
2020-08-11;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2020-08-11;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0;0;0
2020-08-11;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;18;0;0
2020-08-12;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;16;226;3;2
2020-08-12;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;25;7;5;0;0
2020-08-12;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;66;2;29;0;0
2020-08-12;U. Críticas CON respirador;14;MURCIA;30;Murcia;271;14;87;4;0
2020-08-12;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;33;0;4;0;0
2020-08-12;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;9;0;4;0;0
2020-08-13;Hospitalización convencional;02;ARAGÓN;22;Huesca;525;54;293;6;5
2020-08-13;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;324;3;247;0;0
2020-08-13;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1263;17;943;1;2
2020-08-13;Hospitalización convencional;13;MADRID;28;Madrid;13424;747;9421;142;84
2020-08-13;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;43;1;21;0;0
2020-08-13;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;146;47;42;6;2
2020-08-13;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;0;1;0;0
2020-08-13;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;2;9;2;1
2020-08-14;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;66;0;17;0;1
2020-08-14;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0;0;0
2020-08-14;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-08-15;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;10;0;4;0;0
2020-08-15;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;0;6;0;0
2020-08-15;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;179;13;101;0;1
2020-08-15;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;0;0;0
2020-08-16;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;892;16;508;2;0
2020-08-16;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;0;0;0
2020-08-16;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;16;0;13;0;0
2020-08-17;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1303;57;595;15;7
2020-08-17;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1205;17;854;4;0
2020-08-17;Hospitalización convencional;09;CATALUÑA;17;Girona;1984;88;1337;6;8
2020-08-17;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;4;750;3;0
2020-08-17;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;492;66;328;12;10
2020-08-17;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;2;42;0;0
2020-08-17;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;0;5;0;0
2020-08-17;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;5;73;0;0
2020-08-17;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;0;11;0;0
2020-08-17;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;1;10;1;0
2020-08-17;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;0;2;0;0
2020-08-17;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;10;0;0
2020-08-17;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-08-18;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;850;31;510;3;3
2020-08-18;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;51;2030;6;3
2020-08-18;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;2;46;0;0
2020-08-18;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;213;8;84;2;0
2020-08-18;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2020-08-01;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;987;3;504;1;0
2020-08-01;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;362;6;266;1;1
2020-08-01;Hospitalización convencional;15;NAVARRA;31;Navarra;1657;46;991;8;0
2020-08-01;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;4;16;0;0
2020-08-01;U. Críticas CON respirador;15;NAVARRA;31;Navarra;98;1;49;0;0
2020-08-01;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;5;0;0;0;0
2020-08-01;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;180;11;96;3;0
2020-08-02;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0;0;0
2020-08-02;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0;0;0
2020-08-02;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;1;8;0;0
2020-08-03;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2571;23;1830;1;11
2020-08-03;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2020-08-03;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0;0;0
2020-08-04;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;3;598;0;1
2020-08-04;Hospitalización convencional;12;GALICIA;32;Ourense;924;6;687;3;4
2020-08-04;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;64;0;28;0;0
2020-08-04;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;52;0;15;0;0
2020-08-04;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;0;39;0;0
2020-08-04;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2020-08-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0;0;0
2020-08-05;Hospitalización convencional;03;ASTURIAS;33;Asturias;3030;8;1910;8;0
2020-08-05;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2571;28;1821;2;0
2020-08-05;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;978;22;703;8;0
2020-08-05;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1275;15;800;2;0
2020-08-05;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;10;225;3;1
2020-08-05;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;10;2028;2;2
2020-08-05;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;162;2;36;0;0
2020-08-05;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;51;0;0
2020-08-05;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;45;1;18;0;0
2020-08-06;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;876;7;522;2;0
2020-08-06;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1244;22;846;3;6
2020-08-06;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;87;9;27;1;1
2020-08-06;U. Críticas CON respirador;12;GALICIA;27;Lugo;88;0;23;0;0
2020-08-06;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;0;9;0;0
2020-08-06;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;116;0;15;0;0
2020-08-06;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;3;0;0;0;0
2020-08-06;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;75;2;19;1;0
2020-08-07;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;330;1;235;0;1
2020-08-07;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;515;36;363;6;5
2020-08-07;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1736;106;1169;16;21
2020-08-07;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;49;0;0
2020-08-07;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;242;0;92;0;0
2020-08-07;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;66;2;21;0;0
2020-08-07;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;655;72;310;7;1
2020-08-07;U. Críticas CON respirador;09;CATALUÑA;17;Girona;44;10;24;0;1
2020-08-07;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;0;7;0;0
2020-08-07;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;1;0;0
2020-08-08;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3035;84;1998;10;11
2020-08-08;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;154;39;53;4;0
2020-08-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;34;1;17;0;0
2020-08-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;0;7;0;0
2020-08-08;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;77;0;2;0;0
2020-08-09;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;2;209;1;0
2020-08-16;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2020-08-16;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;0;0;0
2020-08-17;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2406;59;1753;5;10
2020-08-17;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;4;78;1;0
2020-08-17;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;65;1;30;0;0
2020-08-17;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;2;35;0;0
2020-08-17;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;19;0;0
2020-08-17;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;29;0;22;0;1
2020-08-18;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;81;1730;20;8
2020-08-18;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;278;10;194;3;0
2020-08-18;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;236;2;82;0;0
2020-08-18;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;45;6;21;0;0
2020-08-18;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;1;3;0;0
2020-08-18;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;15;1;6;0;0
2020-08-18;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;1;2;0;0
2020-08-18;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0;0;0
2020-08-18;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;0;0;0;0
2020-08-18;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0;0;0
2020-08-19;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2496;59;1753;10;1
2020-08-19;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;30;1054;9;2
2020-08-19;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;3;81;0;0
2020-08-19;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;24;0;0
2020-08-20;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1552;26;843;13;7
2020-08-20;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;4;184;1;0
2020-08-20;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;28;210;4;0
2020-08-20;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;39;2;14;0;0
2020-08-20;U. Críticas CON respirador;15;NAVARRA;31;Navarra;97;8;42;3;1
2020-08-20;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;7;0;0
2020-08-20;U. Críticas SIN respirador;19;MELILLA;52;Melilla;4;0;0;0;0
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;2;4;1;0
2020-08-21;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;18;0;7;0;1
2020-08-21;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;0;6;0;0
2020-08-21;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;6;6;5;0
2020-08-21;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2020-08-21;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0;0;0
2020-08-21;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2;0;0
2020-08-22;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;367;15;265;5;3
2020-08-22;Hospitalización convencional;15;NAVARRA;31;Navarra;1625;39;873;4;11
2020-08-22;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;244;5;81;0;0
2020-08-22;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;16;0;1;0;0
2020-08-22;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;4;24;0;0
2020-08-22;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;66;3;24;2;1
2020-08-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;7;0;0
2020-08-22;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;3;0;0
2020-08-23;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2392;38;1374;6;1
2020-08-23;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;8;0;2;0;1
2020-08-23;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;18;3;2;1;0
2020-08-23;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;0;2;0;0
2020-08-23;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;38;0;15;0;1
2020-08-24;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;39;872;10;4
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;333;29;196;7;1
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;931;82;613;15;4
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;366;19;262;7;1
2020-08-18;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;23;0;0
2020-08-18;U. Críticas SIN respirador;14;MURCIA;30;Murcia;160;3;20;1;0
2020-08-19;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;27;726;5;3
2020-08-19;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;90;1716;22;7
2020-08-19;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;8;524;0;0
2020-08-19;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;42;0;7;0;0
2020-08-19;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;2;0;0
2020-08-19;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;13;0;10;0;0
2020-08-20;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;20;1044;5;1
2020-08-20;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;15;14;0;0
2020-08-20;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;5;0;0
2020-08-20;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;224;22;71;0;0
2020-08-20;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;4;10;3;3
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0;0;0
2020-08-21;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;674;16;398;5;4
2020-08-21;Hospitalización convencional;18;CEUTA;51;Ceuta;153;0;59;0;0
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;56;1;19;1;0
2020-08-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;2;4;0;0
2020-08-21;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;433;29;155;3;2
2020-08-21;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0;0;0
2020-08-21;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-08-21;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;76;1;13;1;1
2020-08-21;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;0;8;0;0
2020-08-22;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;43;9;14;0;0
2020-08-22;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;50;2;11;0;0
2020-08-22;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;181;18;114;1;0
2020-08-23;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4868;232;2912;31;12
2020-08-23;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;4;24;0;0
2020-08-23;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;3;0;0
2020-08-23;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;2;2;0;0
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1182;9;854;2;2
2020-08-24;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;19;696;8;0
2020-08-24;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;21;1;0
2020-08-24;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;13;0;0
2020-08-24;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;1;2;1;0
2020-08-24;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;20;0;10;0;0
2020-08-24;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;0;0;0;0
2020-08-24;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-08-24;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0;0;0
2020-08-25;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;856;36;532;6;6
2020-08-25;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1273;27;707;6;4
2020-08-25;Hospitalización convencional;15;NAVARRA;31;Navarra;1598;48;918;12;5
2020-08-25;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;1;40;0;0
2020-08-25;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;6;74;0;0
2020-08-25;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;3;30;1;0
2020-08-25;U. Críticas CON respirador;13;MADRID;28;Madrid;895;177;352;13;4
2020-08-25;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;5;0;0
2020-08-26;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;40;1041;8;6
2020-08-26;Hospitalización convencional;12;GALICIA;32;Ourense;940;14;671;3;1
2020-08-26;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;33;3;8;1;1
2020-08-26;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;94;10;28;1;0
2020-08-26;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;157;18;63;2;1
2020-08-26;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;54;1;13;0;0
2020-08-09;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;9;1051;2;0
2020-08-09;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;2;553;0;0
2020-08-09;Hospitalización convencional;12;GALICIA;32;Ourense;925;9;607;3;1
2020-08-09;Hospitalización convencional;12;GALICIA;36;Pontevedra;2248;10;1277;10;2
2020-08-09;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1210;26;844;4;3
2020-08-09;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;418;14;162;1;0
2020-08-09;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;38;0;18;0;0
2020-08-10;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1275;19;734;6;0
2020-08-10;Hospitalización convencional;09;CATALUÑA;25;Lleida;959;75;694;12;13
2020-08-10;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;27;2012;10;2
2020-08-10;Hospitalización convencional;14;MURCIA;30;Murcia;3416;47;2122;11;9
2020-08-10;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1944;136;1335;24;13
2020-08-10;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;164;2;41;1;3
2020-08-10;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;177;1;79;0;0
2020-08-10;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;12;0;0
2020-08-11;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;11;1042;3;0
2020-08-11;Hospitalización convencional;12;GALICIA;32;Ourense;247;4;122;3;1
2020-08-11;Hospitalización convencional;12;GALICIA;36;Pontevedra;2249;6;1376;6;4
2020-08-11;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;5;0;0;0;0
2020-08-11;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;73;0;20;0;0
2020-08-11;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0;0;0
