Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
2020-08-26;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1182;14;820
2020-08-26;Hospitalización convencional;09;CATALUÑA;17;Girona;1968;38;1431
2020-08-26;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;525;60;368
2020-08-26;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;431;28;147
2020-08-26;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;5;81
2020-08-26;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;8
2020-08-26;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2020-08-27;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3113;39;1962
2020-08-27;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;12
2020-08-27;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
2020-08-27;U. Críticas SIN respirador;13;MADRID;28;Madrid;162;0;15
2020-08-27;U. Críticas SIN respirador;14;MURCIA;30;Murcia;143;2;8
2020-08-28;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;139;1669
2020-08-19;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;365;15;192
2020-08-19;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;660;86;310
2020-08-19;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;282;8;107
2020-08-20;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;365;15;193
2020-08-20;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1303;10;745
2020-08-20;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4855;215;3017
2020-08-20;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;5
2020-08-20;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;3
2020-08-21;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2376;38;1269
2020-08-21;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;278;15;196
2020-08-21;Hospitalización convencional;09;CATALUÑA;08;Barcelona;16472;666;11924
2020-08-21;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;3;27
2020-08-21;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0
2020-08-22;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;98;1621
2020-08-22;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;74;1;37
2020-08-22;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;4;61
2020-08-22;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;18;0;7
2020-08-22;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;5;24
2020-08-22;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;155;14;65
2020-08-22;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;42;0;5
2020-08-22;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;56;3;20
2020-08-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;29;3;21
2020-08-22;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;14;0;11
2020-08-22;U. Críticas SIN respirador;14;MURCIA;30;Murcia;143;1;8
2020-08-23;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1835;37;995
2020-08-23;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;96;1667
2020-08-23;Hospitalización convencional;02;ARAGÓN;22;Huesca;526;44;311
2020-08-23;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1263;59;867
2020-08-23;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4066;117;2242
2020-08-23;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;74;1;38
2020-08-23;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;6
2020-08-23;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;42;0;5
2020-08-23;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2020-08-23;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;13;0;10
2020-08-23;U. Críticas SIN respirador;19;MELILLA;52;Melilla;4;0;3
2020-08-24;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;874;4;492
2020-08-24;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2940;379;1447
2020-08-24;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1263;64;877
2020-08-24;Hospitalización convencional;12;GALICIA;27;Lugo;981;7;489
2020-08-24;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;13;15
2020-08-24;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;222;31;67
2020-08-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;3;3
2020-08-24;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;211;5;77
2020-08-24;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;0;2
2020-08-24;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2020-08-25;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;16;1;5
2020-08-25;U. Críticas SIN respirador;13;MADRID;28;Madrid;167;1;14
2020-08-26;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1164;47;488
2020-08-26;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;365;19;242
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;15;1;11
2020-08-26;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;6;18
2020-08-26;U. Críticas CON respirador;15;NAVARRA;31;Navarra;98;9;37
2020-08-26;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;10
2020-08-26;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;186;13;111
2020-08-26;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;16;0;14
2020-08-26;U. Críticas SIN respirador;13;MADRID;28;Madrid;163;0;14
2020-08-27;Hospitalización convencional;03;ASTURIAS;33;Asturias;3030;19;1934
2020-08-27;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;15;1;9
2020-08-27;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;2;11
2020-08-27;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;0;2
2020-08-27;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;12
2020-08-28;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;33;824
2020-08-28;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;945;82;579
2020-08-28;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1273;40;615
2020-08-19;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;66;0;21
2020-08-19;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0
2020-08-19;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;5
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0
2020-08-21;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1825;37;940
2020-08-21;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2385;41;1731
2020-08-21;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;42;0;5
2020-08-21;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;1
2020-08-22;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;3;27
2020-08-22;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;67;3;43
2020-08-22;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2020-08-22;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;2
2020-08-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;3
2020-08-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2020-08-22;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;1;10
2020-08-23;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2930;394;1347
2020-08-23;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;278;17;185
2020-08-23;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;5;63
2020-08-23;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;85;7;33
2020-08-23;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;3
2020-08-23;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2020-08-23;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;0;0
2020-08-23;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;1;10
2020-08-23;U. Críticas SIN respirador;13;MADRID;28;Madrid;163;0;12
2020-08-24;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;2626;113;1784
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;854;38;513
2020-08-24;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4066;108;2372
2020-08-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;14;0;12
2020-08-24;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;186;2;64
2020-08-24;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;154;15;62
2020-08-24;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;34;Palencia;0;0;0
2020-08-24;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;12;2;7
2020-08-25;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;366;23;246
2020-08-25;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;84;14;15
2020-08-25;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;4;19
2020-08-25;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;153;16;63
2020-08-25;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;13;2;8
2020-08-26;Hospitalización convencional;15;NAVARRA;31;Navarra;1603;52;802
2020-08-26;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;2;51
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;16;2;6
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;17;4;5
2020-08-26;U. Críticas CON respirador;18;CEUTA;51;Ceuta;7;0;2
2020-08-27;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;2;52
2020-08-27;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;16;2;5
2020-08-27;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;5;0;0
2020-08-27;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2020-08-27;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;186;19;103
2020-08-27;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;2;8
2020-08-28;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;10;443
2020-08-28;Hospitalización convencional;12;GALICIA;36;Pontevedra;2211;10;1271
2020-08-28;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;6;14
2020-08-28;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;50;5;10
2020-08-28;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;10
2020-08-28;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2020-08-29;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;364;20;221
2020-08-29;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1904;272;1132
2020-08-29;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;164;9;47
2020-08-29;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;69;8;26
2020-08-29;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;3;11
2020-08-29;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;5;12
2020-08-29;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;38;0;17
2020-08-29;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;0;39
2020-08-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;0
2020-08-29;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;16;0;11
2020-08-19;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;874;6;520
2020-08-19;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1272;19;657
2020-08-19;Hospitalización convencional;15;NAVARRA;31;Navarra;1622;46;939
2020-08-19;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;3;34
2020-08-19;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;2;13
2020-08-19;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;0;0
2020-08-20;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;213;9;88
2020-08-20;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;1;12
2020-08-20;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;46;0;13
2020-08-20;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;38;0;7
2020-08-20;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;0;7
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2020-08-21;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;37;805
2020-08-21;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1273;21;620
2020-08-21;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;346;31;196
2020-08-21;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;2;38
2020-08-21;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;1;5
2020-08-21;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;0;7
2020-08-21;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;181;18;111
2020-08-21;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;17;0;8
2020-08-21;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
2020-08-22;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1303;58;533
2020-08-22;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;894;25;445
2020-08-22;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;10;475
2020-08-22;Hospitalización convencional;12;GALICIA;36;Pontevedra;2240;32;1227
2020-08-22;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;134;51;42
2020-08-22;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;433;29;158
2020-08-22;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;2;31
2020-08-22;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;117;0;9
2020-08-22;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2020-08-22;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;0
2020-08-22;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0
2020-08-23;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2560;34;1728
2020-08-23;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;35;864
2020-08-23;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;942;64;602
2020-08-23;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1273;28;691
2020-08-23;Hospitalización convencional;14;MURCIA;30;Murcia;3028;126;1765
2020-08-23;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;1897;257;1188
2020-08-23;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;164;7;40
2020-08-23;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;209;7;78
2020-08-23;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;25;8;2
2020-08-23;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;45;5;18
2020-08-23;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;0
2020-08-23;U. Críticas SIN respirador;12;GALICIA;27;Lugo;6;0;0
2020-08-24;Hospitalización convencional;02;ARAGÓN;44;Teruel;392;35;201
2020-08-24;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2496;99;1642
2020-08-24;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;196;16;145
2020-08-24;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;29;1024
2020-08-24;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;69;4;30
2020-08-24;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;432;30;150
2020-08-24;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;65;2;9
2020-08-24;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0
2020-08-25;Hospitalización convencional;14;MURCIA;30;Murcia;3028;143;1783
2020-08-25;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;1;19
2020-08-25;U. Críticas CON respirador;09;CATALUÑA;17;Girona;53;4;36
2020-08-25;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;26;0;3
2020-08-25;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;7
2020-08-25;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;4
2020-08-26;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;199;18;137
2020-08-26;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;136;50;50
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;56;4;26
2020-08-26;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;2;13
2020-08-26;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0
2020-08-26;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;1
2020-08-19;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;195;9;144
2020-08-19;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;37;18;6
2020-08-19;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;1
2020-08-19;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;6
2020-08-20;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2376;35;1410
2020-08-20;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;633;35;444
2020-08-20;Hospitalización convencional;09;CATALUÑA;08;Barcelona;16374;694;12214
2020-08-20;Hospitalización convencional;09;CATALUÑA;17;Girona;1971;38;1377
2020-08-20;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;3
2020-08-20;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;0;0
2020-08-20;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;0;7
2020-08-20;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;0;0;0
2020-08-21;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3103;24;1862
2020-08-21;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;862;28;471
2020-08-21;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1177;14;779
2020-08-21;Hospitalización convencional;09;CATALUÑA;17;Girona;1973;33;1341
2020-08-21;Hospitalización convencional;12;GALICIA;27;Lugo;981;5;426
2020-08-21;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;6
2020-08-21;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;19;0;10
2020-08-21;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;29;3;24
2020-08-21;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2020-08-21;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0
2020-08-21;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;1;3
2020-08-21;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;1;10
2020-08-21;U. Críticas SIN respirador;14;MURCIA;30;Murcia;143;1;9
2020-08-21;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2020-08-22;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1825;36;924
2020-08-22;Hospitalización convencional;09;CATALUÑA;25;Lleida;980;62;697
2020-08-22;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;5;58
2020-08-22;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;34;Palencia;0;0;0
2020-08-22;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0
2020-08-22;U. Críticas SIN respirador;19;MELILLA;52;Melilla;4;0;0
2020-08-23;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;35;2;11
2020-08-23;U. Críticas CON respirador;14;MURCIA;30;Murcia;244;31;87
2020-08-23;U. Críticas CON respirador;15;NAVARRA;31;Navarra;96;10;44
2020-08-23;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;56;5;14
2020-08-23;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;1
2020-08-24;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;5
2020-08-24;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;2;46
2020-08-24;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;89;1;35
2020-08-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;69;5;38
2020-08-24;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0
2020-08-24;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2020-08-24;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;0;9
2020-08-25;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1552;40;850
2020-08-25;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1164;31;519
2020-08-25;Hospitalización convencional;12;GALICIA;27;Lugo;981;7;495
2020-08-25;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;210;2;50
2020-08-25;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;16
2020-08-25;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;5;0;0
2020-08-25;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2020-08-26;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4077;104;2266
2020-08-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;10;2;1
2020-08-26;U. Críticas CON respirador;14;MURCIA;30;Murcia;245;32;80
2020-08-26;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;44;9;17
2020-08-26;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;50;4;12
2020-08-27;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;364;21;233
2020-08-27;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;222;41;60
2020-08-27;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;73;6;16
2020-08-27;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;3;13
2020-08-27;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;1;1
2020-08-28;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;123;2;39
2020-08-28;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;5;12
2020-08-29;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;945;82;579
2020-08-19;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1444;27;874
2020-08-19;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;365;17;299
2020-08-19;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;16;0;1
2020-08-19;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;5;0;0
2020-08-19;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;16;0;11
2020-08-19;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
2020-08-20;Hospitalización convencional;12;GALICIA;36;Pontevedra;2240;9;1377
2020-08-20;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;10;0;3
2020-08-20;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;65;1;28
2020-08-21;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;52;1813
